Depth,2022,2023,2024
505.500924,-65.87819918,-66.67672458,-66.4289578
506.505062,-65.90869212,-66.70820148,-66.46065889
507.509199,-65.93301252,-66.73859147,-66.48832537
508.495079,-65.95429546,-66.77056418,-66.50490622
509.499216,-65.99121677,-66.79249812,-66.5253679
510.503353,-66.01735866,-66.82732269,-66.55590932
511.489233,-66.04855238,-66.83211922,-66.6042326
512.493371,-66.07738264,-66.86292453,-66.63770892
513.497508,-66.1137874,-66.8790603,-66.64651147
514.501645,-66.13589715,-66.91046531,-66.66003823
515.505782,-66.16474091,-66.93071681,-66.66459876
516.491662,-66.18740804,-66.97291662,-66.68868196
517.4958,-66.22756094,-67.00273631,-66.71765801
518.499937,-66.26383978,-67.02349771,-66.72757911
519.504074,-66.29010269,-67.07131598,-66.74245767
520.508211,-66.32940235,-67.10059588,-66.7782732
521.494091,-66.37676462,-67.14291224,-66.79284683
522.498229,-66.42599518,-67.19170872,-66.79530364
523.502366,-66.45349371,-67.21532395,-66.81242062
524.506503,-66.4870354,-67.26958435,-66.83245
525.51064,-66.52754927,-67.30938411,-66.84426034
526.49652,-66.57136773,-67.33307861,-66.86572967
527.500658,-66.6118301,-67.34746367,-66.88849306
528.504795,-66.64814864,-67.39376102,-66.91436723
529.490675,-66.68752929,-67.39456203,-66.94087804
530.494812,-66.73718765,-67.42835491,-66.96364123
531.498949,-66.78831129,-67.44999799,-66.99499056
532.503087,-66.85573362,-67.47987117,-67.0027799
533.507224,-66.93499824,-67.50467584,-67.0271896
534.493104,-67.02213943,-67.5212424,-67.0556161
535.497241,-67.08895371,-67.55374782,-67.09196911
536.501378,-67.14974567,-67.58067146,-67.14131552
537.505516,-67.2134898,-67.59895145,-67.17372691
538.509653,-67.27813674,-67.62344544,-67.22918595
539.495533,-67.32910222,-67.64063943,-67.28042689
540.49967,-67.39100499,-67.64520275,-67.32145889
541.503807,-67.44288968,-67.67321961,-67.3512604
542.489687,-67.52165518,-67.67886578,-67.38392792
543.493825,-67.58101036,-67.70444726,-67.42321872
544.497962,-67.6602504,-67.73580891,-67.46733423
545.502099,-67.71666977,-67.77499048,-67.50731495
546.506236,-67.76898504,-67.81919983,-67.5609681
547.492116,-67.81830746,-67.85534825,-67.61958288
548.496254,-67.88137014,-67.88852603,-67.67008302
549.500391,-67.93553471,-67.90624176,-67.72838512
550.504528,-67.98589147,-67.93341601,-67.77813933
551.508665,-68.03303508,-67.95342806,-67.77436138
552.494545,-68.06842552,-67.99102757,-67.81830171
553.498683,-68.11291259,-68.02491817,-67.83735679
554.50282,-68.17017724,-68.06510537,-67.90769807
555.506957,-68.19903121,-68.11722708,-67.92907652
556.511094,-68.24865201,-68.16099627,-67.99504618
557.496974,-68.27985973,-68.22528895,-68.00865284
558.501112,-68.32027015,-68.2638667,-68.04416986
559.505249,-68.3627182,-68.32734412,-68.10280628
560.491129,-68.42585455,-68.34822373,-68.16080388
561.495266,-68.4704937,-68.39637948,-68.2172865
562.499403,-68.53940567,-68.42971184,-68.2780457
563.503541,-68.60038542,-68.49383008,-68.34566585
564.507678,-68.65451473,-68.52978245,-68.40926098
565.493558,-68.70262143,-68.60247622,-68.44695743
566.497695,-68.78683406,-68.61296962,-68.50519487
567.501832,-68.85926518,-68.66460411,-68.56557278
568.505969,-68.91700314,-68.64250834,-68.61856123
569.510107,-68.9587775,-68.70725347,-68.68535891
570.495987,-69.00808782,-68.68329834,-68.75230079
571.500124,-69.02558898,-68.62512376,-68.80157621
572.504261,-69.04707315,-68.64884915,-68.8511797
573.490141,-69.09161839,-68.74551807,-68.89002802
574.494279,-69.13591788,-68.84472266,-68.92960601
575.498416,-69.1725241,-68.96557031,-68.98246117
576.502553,-69.21506834,-68.97980443,-69.01680997
577.50669,-69.25293797,-69.04175795,-69.04971745
578.49257,-69.27987777,-69.08880493,-69.10303949
579.496708,-69.31837423,-69.14549797,-69.12882452
580.500845,-69.34793407,-69.20193188,-69.16020654
581.504982,-69.39017361,-69.23904784,-69.17068167
582.509119,-69.46364086,-69.26348521,-69.21727494
583.494999,-69.51947384,-69.33807548,-69.25851257
584.499137,-69.59427819,-69.35210175,-69.30598124
585.503274,-69.66931131,-69.41265266,-69.35866331
586.489154,-69.74510535,-69.45393302,-69.38061697
587.493291,-69.80904539,-69.56567442,-69.45820008
588.497428,-69.86690587,-69.62639318,-69.50692313
589.501566,-69.92330001,-69.58452138,-69.56715726
590.505703,-69.99509829,-69.57087019,-69.62471658
591.491583,-70.04551355,-69.65966384,-69.65276312
592.49572,-70.09697546,-69.66320327,-69.66325688
593.499857,-70.14717849,-69.74560884,-69.73518221
594.503994,-70.19173327,-69.72061639,-69.78351637
595.508132,-70.25047542,-69.81603062,-69.83506667
596.494012,-70.30199929,-69.81210832,-69.87661328
597.498149,-70.36028124,-69.91950724,-69.93247267
598.502286,-70.40990602,-69.95102715,-69.97108247
599.506423,-70.45536647,-70.01418731,-70.02292947
600.510561,-70.4907964,-70.12878506,-70.05521711
601.496441,-70.53865769,-70.14296975,-70.16172758
602.500578,-70.59103888,-70.275072,-70.24582128
603.504715,-70.64715908,-70.26207129,-70.29610191
604.490595,-70.7102389,-70.39075803,-70.33621111
605.494733,-70.77799882,-70.3816864,-70.39467207
606.49887,-70.8595097,-70.40045862,-70.44726156
607.503007,-70.94002446,-70.41366967,-70.47473206
608.507144,-71.01287113,-70.38015168,-70.49615333
609.493024,-71.06947532,-70.42000879,-70.54572127
610.497162,-71.14130445,-70.36388222,-70.60111026
611.501299,-71.21346939,-70.356751,-70.6383186
612.505436,-71.25707395,-70.34171187,-70.65104404
613.509573,-71.32607366,-70.31227195,-70.66331612
614.495453,-71.37936877,-70.34971784,-70.70070703
615.499591,-71.45007401,-70.37064478,-70.74259353
616.503728,-71.52564347,-70.56705404,-70.75377481
617.489608,-71.60437185,-70.54573197,-70.79502773
618.493745,-71.68402622,-70.60590689,-70.82942583
619.497882,-71.71941071,-70.60538003,-70.85260382
620.502019,-71.78215604,-70.65098087,-70.85301736
621.506157,-71.86683784,-70.6490773,-70.89753307
622.492037,-71.95819842,-70.6842004,-70.91835263
623.496174,-72.05194188,-70.7290818,-70.93388792
624.500311,-72.1674139,-70.73375196,-70.94970113
625.504448,-72.25666135,-70.70943878,-70.94253723
626.508586,-72.36718825,-70.67888505,-71.00249791
627.494466,-72.45720488,-70.78370223,-71.01526162
628.498603,-72.52931995,-70.75418618,-71.04837867
629.50274,-72.61584107,-70.79639573,-71.03805027
630.506877,-72.69445262,-70.87604525,-71.07342307
631.511015,-72.80347881,-70.80203229,-71.11597624
632.496895,-72.88007612,-70.85694565,-71.12249781
633.501032,-72.9688036,-70.82852043,-71.12745644
634.505169,-73.06020436,-70.87760752,-71.13958269
635.491049,-73.14869064,-70.86084528,-71.15633367
636.495187,-73.23056178,-70.94754944,-71.16281939
637.499324,-73.29190837,-70.82606838,-71.15588826
638.503461,-73.35354878,-70.83755461,-71.20202689
639.507598,-73.43785766,-70.74693866,-71.2034008
640.493478,-73.50393624,-70.75657798,-71.17541773
641.497616,-73.55148168,-70.72242255,-71.20075541
642.501753,-73.61719348,-70.75542455,-71.18748529
643.50589,-73.65346859,-70.71853149,-71.18685819
644.510027,-73.72607042,-70.73064152,-71.17202402
645.495907,-73.78375442,-70.70012921,-71.19788985
646.500044,-73.85941513,-70.84304223,-71.20436099
647.504182,-73.92573577,-70.82357945,-71.19565845
648.490062,-73.99860451,-70.99422766,-71.1851179
649.494199,-74.10848227,-71.0335258,-71.20234204
650.498336,-74.18487462,-71.11241443,-71.2041233
651.502473,-74.27028746,-71.22092162,-71.21968017
652.506611,-74.3278027,-71.23667686,-71.2115885
653.492491,-74.40479875,-71.29576856,-71.23427074
654.496628,-74.47809575,-71.23910105,-71.24689368
655.500765,-74.53693329,-71.30652167,-71.24476818
656.504902,-74.59964505,-71.32957158,-71.28118545
657.50904,-74.68288156,-71.4170871,-71.28700865
658.49492,-74.74955789,-71.38425542,-71.25742701
659.499057,-74.82486319,-71.25821863,-71.27000996
660.503194,-74.91075399,-71.29325024,-71.3113561
661.489074,-75.00086082,-71.36901894,-71.30106685
662.493212,-75.08362124,-71.34470699,-71.35527509
663.497349,-75.16342758,-71.37978018,-71.35106897
664.501486,-75.22610273,-71.36978768,-71.33908265
665.505623,-75.3230529,-71.4970515,-71.29219908
666.491503,-75.41402134,-71.54534426,-71.30458284
667.495641,-75.51628838,-71.59089773,-71.35964201
668.499778,-75.61970199,-71.64203999,-71.3391023
669.503915,-75.75317856,-71.6189909,-71.32413095
670.508052,-75.84351978,-71.65195308,-71.36801623
671.493932,-75.92285512,-71.70585606,-71.35094195
672.498069,-76.01395398,-71.71664923,-71.4281228
673.502207,-76.10279808,-71.77426119,-71.50534752
674.506344,-76.20634542,-71.7926635,-71.54115389
675.510481,-76.30299533,-71.76571878,-71.57988374
676.496361,-76.39574423,-71.79722226,-71.5996106
677.500498,-76.48513042,-71.80401806,-71.61944415
678.504636,-76.57438986,-71.88478719,-71.63607214
679.490516,-76.65760148,-71.88430267,-71.6529089
680.494653,-76.76197792,-71.88674733,-71.68997713
681.49879,-76.86793257,-71.93755557,-71.74360033
682.502927,-76.95233122,-71.94819468,-71.80603509
683.507065,-77.04720252,-71.99777398,-71.82327803
684.492945,-77.12930369,-71.97455051,-71.85954468
685.497082,-77.21964879,-71.94642339,-71.88890529
686.501219,-77.27204053,-71.92795604,-71.97371519
687.505356,-77.36249252,-71.97328916,-72.02416885
688.509494,-77.46449398,-72.0381757,-72.0674585
689.495374,-77.54082894,-71.98561827,-72.10412911
690.499511,-77.60919299,-72.01475069,-72.11351504
691.503648,-77.69883891,-72.07929045,-72.18551548
692.489528,-77.76642023,-72.05437703,-72.19426412
693.493666,-77.86680988,-72.06841398,-72.21367174
694.497803,-77.95829826,-72.16460597,-72.21972972
695.50194,-78.05577006,-72.18188747,-72.27610332
696.506077,-78.12904136,-72.28121157,-72.30125008
697.491957,-78.19553579,-72.28303783,-72.31081854
698.496094,-78.26332109,-72.38449551,-72.35436058
699.500232,-78.32161147,-72.40022615,-72.38281159
700.504369,-78.3800037,-72.67541673,-73.39404665
701.508506,-78.47509243,-72.67285703,-73.39557137
702.494386,-78.54796972,-72.67224818,-73.45615877
703.498523,-78.62401334,-72.67163932,-73.51674617
704.502661,-78.70818873,-72.66887852,-73.5367086
705.506798,-78.79518032,-72.66611772,-73.55667102
706.510935,-78.86769932,-72.65854667,-73.59298222
707.496815,-78.93838205,-72.65097562,-73.62929342
708.500952,-79.02270246,-72.64514195,-73.63766065
709.50509,-79.11974326,-72.63930828,-73.64602787
710.49097,-79.17220505,-72.63369566,-73.66822656
711.495107,-79.23977204,-72.62808304,-73.69042525
712.499244,-79.31237641,-72.62534018,-73.6912954
713.503381,-79.34824748,-72.62259731,-73.69216555
714.507519,-79.4307549,-72.61129641,-73.69394222
715.493399,-79.49356526,-72.59999551,-73.69571889
716.497536,-79.57585394,-72.59588229,-73.7017783
717.501673,-79.62311754,-72.59176907,-73.70783771
718.50581,-79.69470495,-72.58744416,-73.74979405
719.509948,-79.80671902,-72.58311924,-73.79175039
720.495828,-79.87685611,-72.57436435,-73.96073304
721.499965,-79.93920891,-72.56560946,-74.1297157
722.504102,-80.00145437,-72.54882913,-74.21375501
723.489982,-80.07486144,-72.5320488,-74.29779433
724.494119,-80.13806798,-72.52176338,-74.3346523
725.498257,-80.22156605,-72.51147796,-74.37151026
726.502394,-80.3058069,-72.51125745,-74.40801585
727.506531,-80.44955455,-72.51103694,-74.44452144
728.492411,-80.49464868,-72.50191708,-74.48149276
729.496548,-80.58482585,-72.51103694,-74.51846408
730.500686,-80.69372576,-72.51125745,-74.58116993
731.504823,-80.75156324,-72.51147796,-74.64387577
732.50896,-80.84419309,-72.52176338,-74.75132253
733.49484,-80.93262949,-72.5320488,-74.85876929
734.498977,-80.99988059,-72.54882913,-74.86766964
735.503115,-81.08986096,-72.56560946,-74.87656998
736.488995,-81.14888177,-72.57436435,-74.94909038
737.493132,-81.26413327,-72.58311924,-75.02161079
738.497269,-81.3343185,-72.58744416,-75.03883956
739.501406,-81.36284364,-72.58311924,-75.05606833
740.505544,-81.47634069,-72.57436435,-75.07847695
741.491424,-81.56350806,-72.56560946,-75.10088556
742.495561,-81.60962279,-72.54882913,-75.10178198
743.499698,-81.71699373,-72.5320488,-75.1026784
744.503835,-81.80672734,-72.52176338,-75.10750768
745.507973,-81.85801438,-72.51147796,-75.11233697
746.493853,-81.98174885,-72.51125745,-75.14067677
747.49799,-82.17634271,-72.51103694,-75.16901657
748.502127,-82.29711817,-72.50191708,-75.17748329
749.506264,-82.36840611,-72.49279723,-75.18595001
750.510402,-82.44693571,-72.48543751,-75.19676725
751.496282,-82.57530139,-72.48543751,-75.21262552
752.500419,-82.63916633,-72.48543751,-75.23179813
753.504556,-82.72303336,-72.46627936,-75.25425031
754.490436,-82.80870254,-72.4470826,-75.2831231
755.494573,-82.88991766,-72.43640798,-75.3048391
756.498711,-82.9990906,-72.41692443,-75.32180858
757.502848,-83.11915403,-72.3900285,-75.34366677
758.506985,-83.2391735,-72.37719843,-75.39208249
759.492865,-83.37236714,-72.36279463,-75.46399016
760.497002,-83.42062463,-72.34782626,-75.49659775
761.50114,-83.56660373,-72.36279463,-75.5218775
762.505277,-83.68025997,-72.36279463,-75.55512527
763.509414,-83.75249005,-72.37719843,-75.57643294
764.495294,-83.88819254,-72.3900285,-75.588792
765.499431,-83.91267104,-72.41692443,-75.59965813
766.503569,-84.06754992,-72.43640798,-75.61530403
767.489449,-84.12900573,-72.45888102,-75.62317061
768.493586,-84.24469208,-72.49455736,-75.63462624
769.497723,-84.29641077,-72.51125745,-75.65029728
770.50186,-84.38652292,-72.51125745,-75.66172706
771.505998,-84.55127683,-72.51125745,-75.67321591
772.491878,-84.68537267,-72.47977474,-75.70933086
773.496015,-84.81481575,-72.44082213,-75.75897173
774.500152,-84.90205504,-72.4208081,-75.78142419
775.504289,-84.99605047,-72.40460082,-75.83181431
776.508427,-85.09899873,-72.3900285,-75.89878287
777.494307,-85.22927525,-72.36493605,-75.91954616
778.498444,-85.27997958,-72.34782626,-75.94360481
779.502581,-85.39320042,-72.26354563,-75.99269197
780.506718,-85.57766719,-72.1566804,-76.0247546
781.510855,-85.67622311,-72.0611566,-76.0390677
782.496736,-85.81085195,-71.98897679,-76.06686467
783.500873,-85.86874117,-71.98897679,-76.08888053
784.50501,-85.98823952,-71.98897679,-76.10515815
785.49089,-86.10481263,-71.98897679,-76.10515815
786.495027,-86.16369904,-71.97813147,-76.1292536
787.499165,-86.2026108,-71.97813147,-76.15765292
788.503302,-86.21115219,-71.97813147,-76.18381326
789.507439,-86.27461204,-71.96331582,-76.21459296
790.493319,-86.37553698,-71.96331582,-76.26028276
791.497456,-86.41015014,-71.96331582,-76.28748606
792.501594,-86.4887647,-71.96331582,-76.31344679
793.505731,-86.56635883,-71.96331582,-76.36985729
794.509868,-86.65843733,-71.96331582,-76.41357994
795.495748,-86.75211822,-71.96331582,-76.42274734
796.499885,-86.8361543,-71.95133384,-76.43490465
797.504023,-86.87009204,-71.89930846,-76.43490465
798.489903,-86.99855491,-71.84859141,-76.43490465
799.49404,-87.03623856,-71.84141511,-76.43490465
800.498177,-87.181318,-71.83283069,-76.43490465
801.502314,-87.21575016,-71.79322136,-76.43490465
802.506452,-87.23063313,-71.74616333,-76.45012962
803.492332,-87.30847564,-71.72111455,-76.45012962
804.496469,-87.48218155,-71.67601986,-76.45012962
805.500606,-87.48011454,-71.63688568,-76.45012962
806.504743,-87.56540457,-71.59833732,-76.46000995
807.50888,-87.61333921,-71.51467966,-76.46000995
808.494761,-87.67304776,-71.45310689,-76.46777947
809.498898,-87.7655249,-71.44085092,-76.46777947
810.503035,-87.81737533,-71.43061354,-76.46777947
811.488915,-87.78707811,-71.43061354,-76.46777947
812.493052,-87.94066301,-71.43061354,-76.46777947
813.49719,-88.07043919,-71.43061354,-76.46777947
814.501327,-88.00930202,-71.43061354,-76.46777947
815.505464,-88.07426542,-71.43061354,-76.46777947
816.491344,-88.20446473,-71.43061354,-76.46777947
817.495481,-88.09142182,-71.44085092,-76.46777947
818.499619,-88.12423082,-71.47493452,-76.46777947
819.503756,-88.11604638,-71.56958094,-76.46777947
820.507893,-88.24598346,-71.63688568,-76.46777947
821.493773,-88.17012787,-71.67601986,-76.46777947
822.49791,-88.37611918,-71.71219596,-76.46777947
823.502048,-88.47828517,-71.72363117,-76.46777947
824.506185,-88.48037063,-71.72363117,-76.46777947
825.510322,-88.43774601,-71.72363117,-76.46777947
826.496202,-88.69549692,-71.72363117,-76.46777947
827.500339,-88.66254574,-71.71219596,-76.46777947
828.504477,-88.72735852,-71.67054515,-76.47370561
829.490357,-88.89397865,-71.61981921,-76.47370561
830.494494,-88.57372263,-71.55798917,-76.47370561
831.498631,-89.05048232,-71.49337704,-76.47370561
832.502768,-88.92001343,-71.46056066,-76.47871576
833.506905,-88.9034667,-71.44085092,-76.48024625
834.492786,-89.0617276,-71.43061354,-76.48024625
835.496923,-89.10487774,-71.40420815,-76.48024625
836.50106,-89.11478749,-71.35014173,-76.47871576
837.505197,-89.07392183,-71.30767481,-76.47002361
838.509334,-89.16031163,-71.2492361,-76.45785871
839.495215,-89.11847953,-71.19066699,-76.45012962
840.499352,-89.20903965,-71.19066699,-76.45785871
841.503489,-89.39188384,-71.19066699,-76.47002361
842.489369,-89.31208097,-71.19066699,-76.47871576
843.493506,-89.4188533,-71.19066699,-76.48024625
844.497644,-89.47292633,-71.19066699,-76.48539288
845.501781,-89.46882059,-71.19066699,-76.48539288
846.505918,-89.45806455,-71.19066699,-76.48539288
847.491798,-89.54179175,-71.19066699,-76.48539288
848.495935,-89.69116049,-71.19066699,-76.48539288
849.500073,-89.62326467,-71.19066699,-76.48539288
850.50421,-89.95580812,-71.19066699,-76.48539288
851.508347,-89.82129141,-71.19066699,-76.48539288
852.494227,-89.75798165,-71.19066699,-76.48539288
853.498364,-89.86020202,-71.19066699,-76.48539288
854.502502,-89.8835615,-71.19066699,-76.48024625
855.506639,-89.81197452,-71.19066699,-76.48024625
856.510776,-89.84334543,-71.19066699,-76.47871576
857.496656,-89.87331857,-71.19066699,-76.47002361
858.500793,-90.00267727,-71.19066699,-76.45785871
859.50493,-89.83450247,-71.19066699,-76.43225496
860.490811,-89.6194108,-71.19066699,-76.40155895
861.494948,-90.10727151,-71.17964052,-76.39065067
862.499085,-89.72605022,-71.16389348,-76.38766275
863.503222,-90.19481274,-71.14113914,-76.38071157
864.507359,-89.91754811,-71.09798483,-76.37086552
865.49324,-89.91694092,-71.06282614,-76.36642467
866.497377,-90.05315493,-71.06282614,-76.36232655
867.501514,-90.09050843,-71.06282614,-76.35661769
868.505651,-90.38748748,-71.06282614,-76.35426817
869.509788,-90.18575075,-71.06282614,-76.35253229
870.495669,-90.29980726,-71.06282614,-76.34305274
871.499806,-90.18788756,-71.06282614,-76.33466884
872.503943,-90.50688901,-71.06282614,-76.33393873
873.489823,-90.25434036,-71.06282614,-76.32348097
874.49396,-90.49696904,-71.06282614,-76.311696
875.498098,-90.4844932,-71.06282614,-76.30023843
876.502235,-90.63399186,-71.06282614,-76.28772148
877.506372,-90.27893716,-71.06282614,-76.28196211
878.492252,-90.41763637,-71.06282614,-76.27260871
879.496389,-90.61383798,-71.05994513,-76.26581928
880.500527,-90.58471069,-71.05562072,-76.2594864
881.504664,-90.63231265,-71.05562072,-76.25215478
882.508801,-90.45448881,-71.05244737,-76.24838602
883.494681,-90.53026416,-71.03721646,-76.24555325
884.498818,-90.66751279,-71.00554477,-76.24555325
885.502955,-90.63397093,-70.97742092,-76.24838602
886.488836,-90.55053773,-70.96989973,-76.24555325
887.492973,-90.79566667,-70.96989973,-76.24295305
888.49711,-90.64035711,-70.95768877,-76.23641154
889.501247,-90.80344986,-70.94747849,-76.22566575
890.505384,-90.63870995,-70.93603186,-76.21851443
891.491265,-90.3998397,-70.91675905,-76.21717861
892.495402,-90.91636166,-70.88913221,-76.21031773
893.499539,-90.73820082,-70.83950061,-76.203669
894.503676,-90.95092472,-70.77516893,-76.20157132
895.507813,-90.82903726,-70.69684876,-76.18674409
896.493694,-90.83997348,-70.64526859,-76.16804934
897.497831,-90.68471307,-70.63048392,-76.15989356
898.501968,-91.11513135,-70.63048392,-76.15989356
899.506105,-90.91130074,-70.63048392,-76.15989356
900.510242,-90.88138332,-70.63048392,-76.15989356
901.496123,-90.54645801,-70.63048392,-76.15989356
902.50026,-90.82373218,-70.63048392,-76.15712863
903.504397,-90.98264417,-70.63048392,-76.15392529
904.490277,-90.7603062,-70.63048392,-76.14406993
905.494414,-91.26605167,-70.63048392,-76.13323272
906.498552,-91.15493996,-70.63048392,-76.1261666
907.502689,-90.83531861,-70.63048392,-76.11869201
908.506826,-90.81172079,-70.63048392,-76.10943642
909.492706,-90.7672705,-70.63048392,-76.09419291
910.496843,-90.71183188,-70.63048392,-76.07550215
911.50098,-90.52812243,-70.63048392,-76.07550215
912.505118,-90.67626778,-70.64166283,-76.07550215
913.509255,-90.30732152,-70.64166283,-76.07550215
914.495135,-90.35018336,-70.64166283,-76.07550215
915.499272,-90.7155698,-70.64166283,-76.07550215
916.503409,-91.03896711,-70.64166283,-76.07550215
917.48929,-90.42988434,-70.63375214,-76.07550215
918.493427,-90.92083032,-70.62460698,-76.07550215
919.497564,-90.53270975,-70.61229969,-76.07550215
920.501701,-90.66492349,-70.60796601,-76.07550215
921.505838,-91.12243197,-70.59649751,-76.07550215
922.491719,-90.68053981,-70.5873738,-76.07550215
923.495856,-90.9069481,-70.57439036,-76.07550215
924.499993,-91.01669133,-70.52136404,-76.07550215
925.50413,-90.00841202,-70.47167831,-76.06682233
926.508267,-90.56639791,-70.45613681,-76.05961726
927.494148,-90.65098941,-70.44747294,-76.0438305
928.498285,-90.73578836,-70.43746817,-76.02413289
929.502422,-90.95556888,-70.42436127,-76.01331548
930.506559,-90.74718362,-70.41955972,-76.01021589
931.510696,-91.29240725,-70.41739811,-76.00202322
932.496577,-91.30700008,-70.41572605,-75.98695912
933.500714,-90.6666204,-70.39107053,-75.9551984
934.504851,-91.06095657,-70.3671626,-75.90771143
935.490731,-91.09813483,-70.36122852,-75.87772705
936.494868,-91.02201691,-70.35250172,-75.85576357
937.499005,-90.78470378,-70.3470481,-75.81925518
938.503143,-90.69297151,-70.32704612,-75.76717133
939.50728,-90.68805851,-70.25274301,-75.70036844
940.49316,-89.99519788,-70.16583558,-75.6387546
941.497297,-91.09584525,-70.11826066,-75.59394921
942.501434,-90.44929214,-70.09238933,-75.52372566
943.505572,-90.84859987,-70.09238933,-75.4439351
944.509709,-90.5817585,-70.09238933,-75.38001934
945.495589,-90.9287444,-70.09238933,-75.30778563
946.499726,-90.79527282,-70.09238933,-75.19611583
947.503863,-90.78637531,-70.09238933,-75.06450972
948.489744,-90.86455923,-70.09238933,-75.00841223
949.493881,-90.74486225,-70.09238933,-74.99015027
950.498018,-90.86205968,-70.09238933,-74.88529798
951.502155,-90.62962396,-70.10068882,-74.79731927
952.506292,-90.94006824,-70.11826066,-74.76141788
953.492173,-91.12217374,-70.13583251,-74.72551649
954.49631,-90.99464263,-70.16583558,-74.71642147
955.500447,-91.26192497,-70.19583864,-74.70732645
956.504584,-90.83075863,-70.25274301,-74.69073274
957.508721,-90.31818038,-70.30964737,-74.67413903
958.494602,-90.63108221,-70.32704612,-74.66896841
959.498739,-90.81487455,-70.34444486,-74.66379778
960.502876,-91.09609092,-70.34989849,-74.63127503
961.507013,-90.44577636,-70.35535211,-74.59875228
962.51115,-91.09610646,-70.36122852,-74.59135873
963.497031,-90.94764569,-70.35535211,-74.58396518
964.501168,-90.87148678,-70.34989849,-74.57536693
965.505305,-90.86000427,-70.34444486,-74.56676868
966.491185,-90.66942479,-70.32704612,-74.54394988
967.495322,-90.73214729,-70.30964737,-74.52113109
968.499459,-90.95506573,-70.25274301,-74.49348686
969.503597,-90.7156496,-70.19583864,-74.46584264
970.507734,-90.81298811,-70.16583558,-74.42929107
971.493614,-90.86185899,-70.13583251,-74.39273949
972.497751,-90.79940518,-70.11826066,-74.37899833
973.501888,-90.7194128,-70.10068882,-74.36525717
974.506026,-90.86312523,-70.09238933,-74.34621618
975.510163,-90.65470317,-70.08408983,-74.32717519
976.496043,-90.82093224,-70.07691135,-74.25820387
977.50018,-90.67571532,-70.06973287,-74.18923255
978.504317,-90.62648358,-70.04958373,-74.18729671
979.490198,-90.55364416,-70.02943458,-74.18536087
980.494335,-90.82505164,-70.02421518,-74.11002652
981.498472,-90.35472604,-70.01899578,-74.03469218
982.502609,-90.81070812,-70.00423233,-73.9292659
983.506746,-90.61628707,-69.98946888,-73.82383961
984.492627,-90.80922122,-69.91557904,-73.80423688
985.496764,-90.81964932,-69.8416892,-73.78463415
986.500901,-89.13349482,-69.83755905,-73.7819671
987.505038,-88.78554314,-69.83342891,-73.77930004
988.509175,-88.36142208,-69.75919232,-73.74200067
989.495056,-88.73227817,-69.68495574,-73.70470129
990.499193,-88.271476,-69.75919232,-73.69291633
991.50333,-88.30364399,-69.83342891,-73.68113137
992.48921,-88.21327701,-69.83755905,-73.64962483
993.493347,-88.70342158,-69.8416892,-73.61811828
994.497484,-87.98974112,-69.91557904,-73.59713388
995.501622,-88.86861379,-69.98946888,-73.57614947
996.505759,-87.87074479,-70.00423233,-73.56273906
997.491639,-88.97277233,-70.01899578,-73.54932865
998.495776,-87.91983095,-70.02421518,-73.45091426
999.499913,-88.84822415,-70.02943458,-73.54932865
